customer_id,total_spent,total_orders,total_units,first_purchase,last_purchase
17461.0,757.46,3,799,2011-10-11 12:01:00,2011-11-17 10:21:00
16470.0,757.4399999999999,5,530,2010-12-16 11:10:00,2011-10-19 12:11:00
14883.0,756.64,7,789,2011-06-10 17:57:00,2011-12-05 09:49:00
18104.0,754.64,1,362,2011-02-11 14:07:00,2011-02-11 14:07:00
13730.0,752.6,2,488,2011-01-07 12:47:00,2011-07-27 08:35:00
17146.0,749.78,3,212,2010-12-16 12:20:00,2011-08-26 12:44:00
14923.0,749.1,1,418,2011-10-20 11:51:00,2011-10-20 11:51:00
17411.0,748.9399999999999,4,298,2010-09-12 11:42:00,2011-11-27 14:25:00
15074.0,748.87,1,455,2011-08-26 14:45:00,2011-08-26 14:45:00
15656.0,748.5,4,343,2011-02-28 15:32:00,2011-10-25 14:56:00
15831.0,747.76,4,1097,2011-01-19 14:44:00,2011-12-10 13:14:00
17114.0,747.22,10,210,2011-02-15 13:50:00,2011-10-04 10:12:00
15618.0,747.031,5,428,2011-07-11 08:34:00,2011-09-14 14:55:00
15533.0,746.92,5,256,2011-09-18 13:40:00,2011-11-20 15:35:00
16261.0,746.83,4,306,2011-07-04 19:05:00,2011-11-22 17:23:00
14050.0,746.36,2,689,2011-08-11 10:00:00,2011-08-25 13:46:00
14790.0,745.06,4,699,2011-03-31 11:49:00,2011-12-08 12:15:00
16770.0,744.9,6,452,2010-02-12 15:49:00,2011-10-13 12:21:00
13354.0,743.53,1,604,2011-09-29 13:17:00,2011-09-29 13:17:00
12374.0,742.93,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00
13753.0,741.26,1,512,2011-02-25 12:48:00,2011-02-25 12:48:00
13900.0,740.95,3,430,2011-03-22 10:13:00,2011-09-06 19:26:00
17974.0,740.79,3,519,2011-04-05 11:50:00,2011-11-15 11:37:00
15252.0,740.78,2,522,2011-03-11 13:30:00,2011-09-06 14:15:00
13329.0,740.4,4,427,2010-08-12 10:11:00,2011-08-11 10:29:00
16924.0,739.5,4,480,2011-06-10 11:41:00,2011-11-18 12:53:00
12603.0,739.2,1,64,2011-11-18 10:42:00,2011-11-18 10:42:00
14756.0,738.96,1,416,2011-11-24 18:13:00,2011-11-24 18:13:00
12976.0,738.6,1,561,2011-12-05 09:55:00,2011-12-05 09:55:00
17979.0,737.81,5,395,2011-03-25 11:34:00,2011-06-24 10:44:00
18156.0,734.94,2,301,2010-05-12 12:29:00,2011-11-27 12:24:00
17034.0,734.5699999999999,4,406,2011-02-25 10:10:00,2011-11-23 15:14:00
16146.0,734.13,3,427,2011-04-21 15:25:00,2011-05-20 08:39:00
12465.0,733.89,3,475,2011-02-12 11:34:00,2011-11-22 16:34:00
17692.0,733.4399999999999,5,666,2010-12-15 13:37:00,2011-07-02 12:22:00
16256.0,732.63,2,577,2011-03-18 12:18:00,2011-03-27 12:14:00
17812.0,732.16,4,350,2010-06-12 15:27:00,2011-11-27 11:47:00
13575.0,732.07,5,449,2011-06-16 14:24:00,2011-12-10 11:55:00
16099.0,731.9,3,434,2011-04-28 08:34:00,2011-10-20 13:13:00
16491.0,731.5,1,478,2011-10-24 10:18:00,2011-10-24 10:18:00
14778.0,730.86,2,306,2011-04-02 11:43:00,2011-04-08 15:23:00
18035.0,730.4,3,611,2011-04-11 12:39:00,2011-10-27 17:57:00
13077.0,729.27,4,863,2010-08-12 14:59:00,2011-08-12 19:24:00
13950.0,728.56,5,321,2011-07-04 11:29:00,2011-11-28 14:44:00
17666.0,728.1600000000001,2,596,2011-05-10 11:06:00,2011-06-12 09:06:00
13236.0,727.27,3,411,2011-08-25 08:58:00,2011-12-09 17:17:00
14055.0,725.64,1,216,2011-08-25 15:04:00,2011-08-25 15:04:00
12723.0,725.07,5,434,2011-05-10 15:52:00,2011-11-23 14:01:00
15636.0,724.76,2,284,2011-02-03 14:50:00,2011-11-09 11:17:00
12468.0,724.04,3,364,2011-01-27 13:29:00,2011-07-19 13:42:00
13736.0,724.0,3,493,2011-03-24 13:04:00,2011-04-12 15:19:00
12475.0,723.38,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00
15561.0,722.74,5,256,2011-04-09 12:40:00,2011-11-28 11:07:00
15584.0,722.61,5,312,2011-06-30 16:39:00,2011-11-16 10:55:00
17521.0,721.96,4,518,2011-05-10 13:42:00,2011-11-15 14:00:00
14869.0,721.95,3,549,2011-01-12 12:36:00,2011-08-28 16:09:00
15272.0,721.94,2,310,2011-09-14 16:36:00,2011-10-13 12:59:00
13370.0,721.3199999999999,2,336,2010-03-12 10:26:00,2010-08-12 15:57:00
18062.0,720.52,3,396,2011-03-05 09:34:00,2011-06-19 14:47:00
16023.0,719.81,3,358,2011-03-18 13:32:00,2011-10-24 16:34:00
14179.0,719.78,2,330,2011-10-18 14:00:00,2011-10-30 12:07:00
14725.0,718.08,1,593,2011-11-15 12:42:00,2011-11-15 12:42:00
17884.0,717.45,4,854,2010-03-12 12:11:00,2011-06-12 11:33:00
15274.0,716.5699999999999,2,619,2011-05-12 16:57:00,2011-11-21 14:17:00
12535.0,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00
17029.0,716.0,2,400,2011-04-17 10:57:00,2011-08-21 11:06:00
18133.0,715.5,2,0,2011-11-05 14:14:00,2011-12-05 15:19:00
15330.0,714.9599999999999,2,1312,2011-07-11 17:50:00,2011-10-10 12:30:00
15757.0,714.42,2,491,2011-05-10 12:14:00,2011-06-05 11:40:00
13169.0,712.88,2,272,2011-01-04 14:24:00,2011-07-10 12:11:00
13147.0,712.8,4,144,2011-01-09 12:28:00,2011-11-29 13:59:00
17761.0,712.78,1,398,2011-07-11 10:23:00,2011-07-11 10:23:00
13416.0,712.5,2,142,2011-09-19 14:43:00,2011-10-27 08:56:00
17642.0,712.29,2,474,2011-06-16 12:55:00,2011-12-08 09:11:00
15855.0,712.24,5,470,2011-03-21 12:32:00,2011-09-06 10:09:00
13705.0,711.86,3,363,2010-01-12 10:29:00,2011-07-18 09:15:00
17179.0,711.79,3,290,2010-12-13 14:24:00,2011-06-14 16:48:00
13249.0,711.41,3,546,2011-03-23 15:26:00,2011-08-09 13:26:00
17472.0,710.29,3,462,2011-01-06 14:57:00,2011-02-24 18:26:00
14127.0,709.71,3,321,2011-02-02 12:26:00,2011-09-08 10:49:00
16136.0,709.38,3,440,2011-07-03 09:52:00,2011-11-10 09:10:00
12427.0,708.37,5,236,2010-03-12 10:44:00,2011-11-28 10:48:00
12781.0,707.72,5,592,2011-01-04 15:00:00,2011-11-18 15:45:00
12453.0,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00
16364.0,707.04,2,280,2011-07-25 14:35:00,2011-11-28 11:27:00
17526.0,706.7,8,257,2010-09-12 12:20:00,2011-08-12 18:56:00
14880.0,706.19,3,373,2011-02-24 12:27:00,2011-09-23 13:42:00
16882.0,705.12,3,424,2011-01-26 17:43:00,2011-04-14 14:36:00
17934.0,704.25,2,478,2011-10-19 11:16:00,2011-12-10 10:50:00
16140.0,703.77,4,727,2010-03-12 14:40:00,2011-10-18 10:59:00
12883.0,703.47,4,196,2011-11-09 15:18:00,2011-11-15 09:32:00
18082.0,703.37,1,621,2011-11-14 12:45:00,2011-11-14 12:45:00
15103.0,703.36,2,329,2011-08-11 14:53:00,2011-09-14 13:54:00
16730.0,702.79,4,898,2011-01-24 14:01:00,2011-11-02 10:40:00
15574.0,702.25,4,349,2010-02-12 15:46:00,2011-06-15 12:01:00
16997.0,702.0,3,360,2011-01-18 11:51:00,2011-03-02 15:17:00
14867.0,701.33,4,327,2010-06-12 11:47:00,2011-07-06 11:39:00
17321.0,700.86,2,373,2011-01-12 13:41:00,2011-03-10 11:34:00
17734.0,700.63,3,422,2011-04-20 10:04:00,2011-10-17 12:33:00
15800.0,699.08,2,335,2011-07-04 12:39:00,2011-08-24 14:23:00
13258.0,698.5799999999999,3,287,2011-05-18 13:11:00,2011-11-28 09:31:00
17796.0,697.9,4,178,2010-05-12 12:23:00,2011-10-30 15:38:00
15053.0,697.79,3,986,2011-03-03 12:06:00,2011-06-07 13:06:00
13596.0,697.04,2,406,2011-04-12 12:01:00,2011-11-27 11:57:00
17397.0,696.41,2,254,2011-11-17 13:58:00,2011-11-17 14:08:00
12413.0,694.15,5,282,2011-04-10 09:00:00,2011-12-01 09:52:00
12925.0,694.05,2,541,2011-05-12 11:11:00,2011-09-26 11:05:00
13601.0,693.32,2,548,2011-10-25 17:31:00,2011-12-05 16:52:00
17198.0,692.22,3,357,2010-03-12 14:54:00,2011-11-16 10:39:00
17733.0,692.19,2,463,2011-01-11 08:16:00,2011-03-23 09:54:00
13838.0,691.73,4,263,2010-05-12 10:45:00,2011-08-14 10:52:00
16015.0,690.54,4,906,2011-06-12 10:58:00,2011-11-13 11:56:00
18085.0,689.95,2,265,2010-01-12 12:08:00,2011-01-13 15:17:00
13023.0,689.9,2,286,2011-02-08 09:34:00,2011-06-10 16:27:00
18196.0,689.13,2,433,2011-02-22 16:13:00,2011-05-09 16:22:00
17502.0,689.1,4,376,2011-10-11 16:39:00,2011-11-30 13:13:00
13799.0,688.86,2,402,2011-02-18 14:18:00,2011-08-15 12:07:00
14111.0,688.6,5,457,2011-05-09 12:21:00,2011-12-04 11:36:00
14201.0,688.04,9,578,2010-12-15 13:25:00,2011-12-05 19:41:00
16309.0,686.67,3,465,2011-04-13 11:46:00,2011-09-09 12:26:00
12658.0,686.05,1,320,2011-11-21 10:22:00,2011-11-21 10:22:00
14009.0,685.93,3,361,2011-05-18 13:00:00,2011-05-25 15:47:00
14959.0,684.97,5,491,2011-02-16 13:00:00,2011-11-10 16:28:00
16122.0,684.42,4,1128,2010-08-12 11:41:00,2011-11-01 10:19:00
16495.0,684.41,3,337,2011-06-12 13:20:00,2011-08-03 16:39:00
12942.0,683.9,3,203,2010-09-12 09:34:00,2011-07-31 14:39:00
14222.0,683.17,1,607,2011-06-15 16:42:00,2011-06-15 16:42:00
12838.0,683.13,2,359,2010-01-12 11:57:00,2011-06-11 12:20:00
15582.0,682.91,3,453,2011-03-05 13:36:00,2011-11-15 09:55:00
13548.0,682.41,2,441,2011-04-09 14:50:00,2011-10-04 11:35:00
18135.0,681.91,5,349,2011-01-11 17:08:00,2011-10-11 19:32:00
16212.0,681.1899999999999,3,241,2011-01-03 12:51:00,2011-11-20 13:00:00
12410.0,681.08,3,209,2011-04-02 10:38:00,2011-11-02 15:47:00
12478.0,680.99,1,236,2011-06-12 09:56:00,2011-06-12 09:56:00
13238.0,680.83,5,296,2010-12-14 14:37:00,2011-11-28 15:30:00
15304.0,680.3,10,100,2010-06-12 11:42:00,2011-10-10 10:23:00
15181.0,680.28,5,542,2010-09-12 13:28:00,2011-06-17 13:57:00
13524.0,680.18,5,324,2011-04-05 12:26:00,2011-10-30 12:34:00
16872.0,680.02,3,600,2011-08-06 14:32:00,2011-09-23 16:05:00
16642.0,679.83,3,478,2011-05-12 11:31:00,2011-05-17 14:14:00
14788.0,679.44,2,421,2011-02-12 17:06:00,2011-11-13 15:52:00
13607.0,678.01,1,290,2011-10-30 16:17:00,2011-10-30 16:17:00
15669.0,677.69,5,339,2011-03-21 09:13:00,2011-10-30 16:03:00
13040.0,676.99,2,355,2011-01-12 10:38:00,2011-06-11 13:53:00
16377.0,676.2,1,1500,2011-03-17 15:41:00,2011-03-17 15:41:00
15626.0,675.8,2,766,2011-01-14 10:10:00,2011-09-26 10:03:00
13325.0,675.3,1,240,2011-09-19 10:36:00,2011-09-19 10:36:00
16418.0,675.27,3,288,2011-04-27 16:54:00,2011-10-26 12:39:00
13355.0,674.7,1,314,2011-09-08 14:48:00,2011-09-08 14:48:00
16449.0,674.69,3,359,2011-02-06 11:07:00,2011-05-26 10:25:00
13464.0,674.68,1,403,2011-12-10 15:01:00,2011-12-10 15:01:00
17749.0,674.52,2,320,2011-03-28 13:39:00,2011-06-14 15:45:00
13951.0,674.45,3,459,2011-02-18 15:21:00,2011-06-16 16:43:00
14504.0,673.26,4,308,2011-03-25 12:55:00,2011-10-23 16:00:00
18121.0,673.1,2,450,2011-07-13 12:53:00,2011-08-07 12:14:00
13623.0,672.44,7,286,2011-02-15 12:55:00,2011-09-11 12:00:00
14628.0,671.96,2,272,2011-09-09 14:58:00,2011-11-04 14:43:00
17883.0,671.77,4,379,2011-06-12 17:49:00,2011-11-25 14:02:00
12638.0,671.69,1,577,2011-06-11 13:11:00,2011-06-11 13:11:00
15951.0,669.5699999999999,3,306,2011-01-12 08:34:00,2011-08-12 18:57:00
17299.0,669.11,4,678,2011-06-19 16:04:00,2011-11-28 12:01:00
14643.0,668.61,3,755,2010-12-16 17:53:00,2011-06-22 14:41:00
12418.0,668.58,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00
16383.0,668.36,2,475,2011-03-16 13:00:00,2011-09-26 12:45:00
15031.0,668.14,4,401,2011-02-03 14:46:00,2011-09-11 17:44:00
18022.0,668.11,1,736,2011-04-11 12:45:00,2011-04-11 12:45:00
16268.0,667.65,2,533,2011-09-29 18:30:00,2011-09-29 18:30:00
14356.0,666.94,4,266,2011-09-19 14:43:00,2011-10-10 17:16:00
15400.0,666.7,6,360,2011-03-08 15:34:00,2011-08-18 09:48:00
13741.0,666.33,4,217,2011-06-05 13:43:00,2011-12-05 19:38:00
17777.0,665.86,3,507,2011-08-31 14:35:00,2011-11-15 12:02:00
17105.0,665.78,2,693,2011-03-07 15:53:00,2011-06-02 14:46:00
15038.0,665.59,7,187,2010-05-12 10:54:00,2011-12-10 11:33:00
16056.0,664.85,1,347,2011-10-25 15:19:00,2011-10-25 15:19:00
13963.0,664.54,4,460,2010-07-12 09:21:00,2011-04-02 14:43:00
16208.0,664.26,2,333,2011-02-23 13:37:00,2011-10-26 11:36:00
15700.0,664.03,3,328,2011-06-19 15:36:00,2011-06-20 16:53:00
14720.0,663.81,3,219,2011-04-12 12:02:00,2011-11-09 13:56:00
13240.0,663.65,4,298,2010-09-12 12:49:00,2011-06-19 15:33:00
17423.0,663.63,4,421,2011-05-17 12:29:00,2011-10-25 16:49:00
14198.0,663.5,7,280,2011-04-14 14:54:00,2011-11-21 16:35:00
17462.0,662.94,3,224,2011-02-28 17:01:00,2011-10-19 13:36:00
14451.0,662.59,2,389,2011-05-29 12:35:00,2011-10-10 13:38:00
14603.0,660.0,1,400,2011-10-03 10:27:00,2011-10-03 10:27:00
13028.0,659.68,3,796,2011-01-11 09:41:00,2011-11-17 11:10:00
15492.0,659.46,2,483,2011-09-26 14:02:00,2011-11-11 14:53:00
13518.0,659.44,1,392,2011-09-15 10:29:00,2011-09-15 10:29:00
13759.0,659.41,2,287,2011-06-11 14:47:00,2011-09-29 15:40:00
16357.0,658.88,3,246,2011-06-11 16:04:00,2011-10-05 10:35:00
14150.0,658.64,2,496,2010-12-15 10:04:00,2011-04-11 10:05:00
17874.0,658.26,7,209,2011-03-29 11:25:00,2011-07-06 12:54:00
16696.0,657.9,4,146,2011-05-04 15:20:00,2011-10-05 11:31:00
14818.0,657.8,3,324,2011-03-31 12:28:00,2011-09-27 11:01:00
17459.0,657.3,2,537,2011-10-10 17:00:00,2011-10-27 13:25:00
12616.0,657.25,5,273,2011-01-04 10:22:00,2011-09-15 17:02:00
15677.0,657.23,1,319,2011-10-21 15:36:00,2011-10-21 15:36:00
13049.0,656.6800000000001,2,268,2011-01-25 16:33:00,2011-06-10 15:31:00
16708.0,656.63,1,285,2011-10-25 12:20:00,2011-10-25 12:20:00
15197.0,656.44,5,453,2010-12-16 18:01:00,2011-12-01 09:48:00
16127.0,656.25,1,323,2011-10-31 13:58:00,2011-10-31 13:58:00
14894.0,655.75,1,265,2011-09-15 13:51:00,2011-09-15 13:51:00
16774.0,654.92,5,318,2011-01-08 15:13:00,2011-08-15 12:57:00
14651.0,654.6,2,344,2011-03-10 15:52:00,2011-12-05 16:29:00
17398.0,653.38,3,310,2011-03-29 13:04:00,2011-08-17 09:48:00
18151.0,653.35,2,355,2011-02-23 08:29:00,2011-07-28 11:35:00
16014.0,653.13,4,261,2011-02-11 12:04:00,2011-10-07 16:29:00
14044.0,652.82,4,308,2011-03-02 11:39:00,2011-11-13 12:05:00
14548.0,652.8,2,256,2011-01-26 08:38:00,2011-12-07 12:19:00
17523.0,652.74,4,872,2011-11-20 13:40:00,2011-11-28 13:20:00
16362.0,652.07,9,325,2011-04-10 17:48:00,2011-11-10 14:21:00
16734.0,650.51,3,346,2011-08-17 15:00:00,2011-10-18 13:44:00
15571.0,650.4300000000001,4,264,2011-06-11 11:32:00,2011-11-28 10:02:00
16469.0,650.43,4,273,2011-07-04 13:11:00,2011-11-16 12:25:00
16969.0,650.41,3,816,2011-01-06 12:10:00,2011-10-31 13:12:00
15098.0,649.5,5,60,2011-10-06 15:22:00,2011-10-06 15:39:00
15205.0,648.8299999999999,3,377,2011-04-08 16:07:00,2011-09-15 19:36:00
13430.0,648.6899999999999,4,738,2011-09-14 14:26:00,2011-11-21 08:19:00
16573.0,648.41,4,354,2011-02-03 16:38:00,2011-09-27 11:17:00
13564.0,647.74,5,659,2010-06-12 17:26:00,2011-07-18 14:35:00
15643.0,647.4,6,242,2011-01-06 07:37:00,2011-08-06 16:06:00
17373.0,646.92,4,408,2011-01-31 11:46:00,2011-10-30 15:28:00
12589.0,646.68,2,306,2011-07-18 12:05:00,2011-11-11 10:19:00
15651.0,646.3000000000001,3,479,2011-03-11 08:39:00,2011-03-24 08:56:00
17545.0,645.96,3,341,2011-10-27 13:48:00,2011-10-27 14:04:00
14855.0,645.65,2,267,2011-07-28 12:06:00,2011-12-08 14:02:00
14829.0,644.65,6,414,2010-02-12 16:12:00,2011-10-11 16:16:00
17312.0,644.3,3,372,2011-03-07 13:12:00,2011-07-24 11:52:00
16157.0,644.24,4,344,2011-09-28 11:48:00,2011-11-24 11:41:00
14126.0,643.63,4,458,2011-02-12 11:45:00,2011-11-29 12:22:00
12612.0,643.59,2,251,2011-09-26 15:35:00,2011-10-13 12:12:00
16431.0,642.81,3,453,2011-02-15 14:02:00,2011-10-05 14:09:00
14020.0,642.8,2,441,2011-11-23 09:22:00,2011-12-09 15:32:00
13034.0,642.77,2,369,2010-05-12 14:52:00,2011-10-16 12:21:00
17779.0,642.17,5,394,2011-07-19 12:19:00,2011-11-18 14:15:00
17046.0,642.02,1,510,2011-05-07 14:24:00,2011-05-07 14:24:00
16554.0,641.55,7,311,2011-01-05 14:17:00,2011-12-01 12:41:00
12624.0,641.13,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00
13417.0,640.83,2,162,2011-05-12 08:49:00,2011-05-18 16:26:00
13318.0,640.76,3,304,2011-02-11 13:26:00,2011-08-12 18:51:00
12631.0,640.5,1,236,2011-10-13 13:53:00,2011-10-13 13:53:00
15919.0,639.89,2,545,2010-06-12 11:26:00,2011-11-20 11:28:00
17515.0,639.02,4,243,2011-01-25 14:33:00,2011-08-11 14:04:00
16444.0,638.77,5,405,2011-03-20 12:11:00,2011-10-24 13:50:00
18160.0,638.06,2,294,2011-05-23 13:41:00,2011-10-13 15:50:00
14754.0,638.05,2,486,2011-02-17 12:21:00,2011-10-26 12:01:00
14664.0,637.89,2,466,2011-06-11 14:56:00,2011-11-20 10:59:00
14128.0,637.5,2,564,2011-03-29 10:49:00,2011-10-10 12:00:00
14481.0,636.51,2,489,2011-02-25 13:53:00,2011-06-28 10:38:00
15829.0,636.14,2,996,2011-01-09 16:45:00,2011-07-22 10:23:00
15384.0,635.76,3,593,2010-02-12 17:27:00,2011-06-23 10:57:00
15773.0,635.6800000000001,1,311,2011-04-12 12:48:00,2011-04-12 12:48:00
16139.0,635.41,3,330,2011-05-17 10:23:00,2011-11-21 08:37:00
15100.0,635.0999999999999,6,58,2010-01-12 09:09:00,2011-10-01 10:35:00
15297.0,635.04,4,290,2011-07-10 09:42:00,2011-11-29 16:32:00
17985.0,634.95,1,183,2011-11-17 14:24:00,2011-11-17 14:24:00
14000.0,633.71,2,707,2011-05-17 13:44:00,2011-12-05 16:50:00
15045.0,633.66,3,106,2011-01-04 10:45:00,2011-11-07 11:33:00
13892.0,632.97,4,983,2011-06-10 16:25:00,2011-11-13 11:50:00
14220.0,632.4,2,272,2010-12-16 18:18:00,2011-06-04 13:23:00
14301.0,632.04,2,600,2011-08-14 15:33:00,2011-08-24 09:04:00
13822.0,632.0,2,611,2011-04-12 12:13:00,2011-10-30 15:55:00
14021.0,631.9,3,192,2011-03-28 15:10:00,2011-12-05 13:37:00
15244.0,631.5699999999999,2,405,2011-05-04 15:12:00,2011-05-10 13:19:00
17990.0,630.84,3,414,2010-12-13 12:10:00,2011-04-17 11:44:00
17994.0,629.69,6,473,2011-02-22 11:02:00,2011-11-03 15:14:00
13046.0,629.31,2,264,2011-03-18 15:43:00,2011-09-11 08:36:00
13525.0,628.78,2,394,2011-05-04 15:36:00,2011-11-25 12:01:00
14687.0,628.38,1,470,2011-08-25 11:59:00,2011-08-25 11:59:00
16022.0,628.28,1,261,2011-03-24 13:16:00,2011-03-24 13:16:00
13388.0,627.15,3,281,2011-07-31 12:52:00,2011-10-08 13:35:00
15028.0,627.13,4,459,2010-06-12 12:47:00,2011-10-28 11:41:00
13546.0,626.99,3,359,2011-05-23 12:14:00,2011-11-27 14:50:00
15402.0,626.77,2,694,2011-05-27 13:32:00,2011-07-14 12:17:00
14036.0,626.65,1,268,2011-02-28 09:26:00,2011-02-28 09:26:00
18218.0,626.38,4,546,2011-03-03 12:24:00,2011-12-05 12:53:00
14382.0,626.0699999999999,1,1237,2011-11-13 16:18:00,2011-11-13 16:18:00
16750.0,623.9300000000001,5,214,2011-04-21 16:53:00,2011-10-26 12:48:00
16718.0,623.75,1,413,2010-05-12 13:03:00,2010-05-12 13:03:00
13368.0,623.4,2,327,2011-03-28 09:59:00,2011-06-01 12:32:00
15258.0,623.16,2,142,2011-06-05 14:16:00,2011-06-24 12:30:00
17499.0,622.88,1,711,2011-02-23 09:14:00,2011-02-23 09:14:00
15182.0,622.85,2,253,2011-03-16 12:42:00,2011-08-07 13:37:00
17867.0,622.75,8,253,2011-02-24 12:25:00,2011-09-23 14:50:00
18217.0,621.75,2,491,2011-09-30 10:44:00,2011-10-11 13:18:00
16915.0,621.68,6,132,2011-01-03 09:52:00,2011-11-30 16:39:00
17640.0,621.66,1,250,2011-09-14 09:13:00,2011-09-14 09:13:00
13402.0,621.23,2,479,2010-02-12 17:12:00,2011-04-08 15:51:00
16141.0,620.4,1,238,2011-12-09 13:11:00,2011-12-09 13:11:00
12667.0,620.13,1,395,2011-12-10 17:00:00,2011-12-10 17:00:00
14529.0,620.04,3,348,2011-08-21 14:10:00,2011-10-10 15:27:00
13493.0,618.63,2,380,2011-02-25 16:42:00,2011-09-03 15:35:00
16613.0,618.59,1,293,2011-09-30 15:52:00,2011-09-30 15:52:00
12596.0,618.27,2,474,2011-10-19 13:02:00,2011-11-04 13:22:00
13301.0,618.09,4,345,2011-01-05 11:55:00,2011-08-28 11:25:00
14593.0,617.99,3,332,2011-05-25 11:14:00,2011-11-18 12:48:00
13496.0,617.93,3,329,2010-12-15 10:17:00,2011-11-29 10:58:00
14377.0,617.05,2,219,2011-01-06 13:32:00,2011-03-22 13:38:00
16442.0,616.79,3,446,2010-12-14 10:46:00,2011-08-12 11:43:00
13925.0,616.65,6,327,2011-03-11 13:00:00,2011-10-08 12:41:00
16311.0,616.26,2,394,2011-10-21 13:13:00,2011-11-22 08:54:00
15215.0,615.99,6,211,2011-01-26 17:25:00,2011-10-26 12:28:00
16005.0,615.39,4,300,2011-03-14 11:46:00,2011-11-27 13:47:00
13145.0,614.77,5,142,2010-02-12 18:06:00,2011-10-31 12:45:00
16566.0,614.01,6,361,2011-02-06 13:26:00,2011-11-24 16:34:00
13914.0,613.95,3,379,2011-03-11 16:28:00,2011-11-28 10:35:00
15073.0,612.43,4,277,2011-06-06 09:59:00,2011-11-30 10:44:00
18149.0,612.08,3,310,2011-08-05 12:48:00,2011-11-03 12:44:00
15232.0,612.06,2,686,2011-07-22 12:21:00,2011-08-18 16:27:00
15645.0,612.01,1,256,2011-11-21 11:55:00,2011-11-21 11:55:00
16109.0,611.88,2,612,2011-04-02 12:37:00,2011-05-05 09:17:00
14152.0,611.09,3,699,2011-04-19 15:46:00,2011-09-25 12:54:00
13731.0,610.59,2,278,2011-04-05 14:33:00,2011-07-04 10:10:00
12673.0,610.52,2,351,2011-01-17 11:46:00,2011-04-12 13:55:00
15795.0,610.01,1,581,2011-07-13 10:43:00,2011-07-13 10:43:00
13357.0,609.95,1,322,2011-03-27 13:56:00,2011-03-27 13:56:00
14636.0,609.85,2,241,2011-03-11 16:12:00,2011-03-16 09:52:00
15275.0,609.19,2,497,2011-02-11 11:20:00,2011-08-11 17:54:00
13933.0,608.79,2,205,2011-07-14 13:35:00,2011-08-22 14:03:00
15147.0,608.65,2,363,2011-04-13 15:57:00,2011-05-05 11:20:00
12719.0,608.1,3,361,2011-04-12 13:45:00,2011-11-10 10:39:00
14342.0,607.71,6,337,2011-05-13 13:50:00,2011-11-18 13:21:00
15573.0,607.45,2,363,2011-08-11 11:38:00,2011-09-15 12:16:00
12933.0,606.28,4,498,2011-01-03 11:30:00,2011-11-15 16:38:00
14710.0,606.13,4,378,2011-10-30 13:09:00,2011-11-25 14:53:00
13539.0,605.84,4,314,2011-03-02 15:23:00,2011-09-15 10:18:00
17849.0,605.8000000000001,4,114,2011-03-21 12:13:00,2011-10-01 11:59:00
13888.0,605.63,2,258,2011-05-05 14:41:00,2011-12-08 10:13:00
17507.0,605.58,2,359,2011-03-02 18:08:00,2011-03-23 11:48:00
13233.0,605.12,2,1004,2011-07-01 14:49:00,2011-09-26 13:25:00
13558.0,605.06,4,344,2011-02-10 13:01:00,2011-11-16 12:13:00
14675.0,604.75,1,341,2011-11-23 12:58:00,2011-11-23 12:58:00
17664.0,604.64,2,604,2011-11-05 14:17:00,2011-11-21 11:29:00
12944.0,604.51,2,289,2010-12-20 10:41:00,2011-04-11 11:04:00
16732.0,603.75,1,317,2011-08-11 09:54:00,2011-08-11 09:54:00
12649.0,603.71,4,574,2010-09-12 14:42:00,2011-11-05 14:37:00
12556.0,603.71,2,358,2011-10-20 13:06:00,2011-11-07 13:35:00
16134.0,603.69,3,357,2010-12-15 14:00:00,2011-11-18 10:05:00
12707.0,603.42,1,256,2011-02-21 08:38:00,2011-02-21 08:38:00
17259.0,603.37,2,410,2010-06-12 12:55:00,2011-07-14 15:01:00
15322.0,602.97,2,365,2011-06-10 20:38:00,2011-09-15 09:34:00
15366.0,602.51,2,621,2010-12-16 15:59:00,2011-09-25 15:01:00
16306.0,602.27,9,471,2010-07-12 15:18:00,2011-11-02 10:06:00
17890.0,602.09,2,416,2010-12-13 15:12:00,2011-01-21 11:19:00
12654.0,601.98,5,264,2011-02-11 14:57:00,2011-11-29 10:10:00
14609.0,601.56,4,7026,2011-02-16 12:10:00,2011-09-28 12:54:00
18183.0,600.52,6,362,2011-03-16 11:39:00,2011-10-03 10:08:00
12420.0,600.39,1,345,2011-07-10 08:55:00,2011-07-10 08:55:00
18211.0,600.07,5,359,2011-06-03 12:09:00,2011-11-14 08:10:00
13243.0,600.07,1,233,2011-05-20 13:14:00,2011-05-20 13:14:00
12872.0,599.97,2,319,2010-09-12 14:44:00,2011-01-17 10:52:00
15648.0,599.9,4,213,2011-03-17 18:59:00,2011-05-19 15:53:00
14905.0,599.9,3,274,2011-04-20 10:48:00,2011-08-07 13:36:00
12521.0,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00
14965.0,599.0,2,365,2011-04-09 13:15:00,2011-04-09 13:20:00
17420.0,598.83,3,265,2010-01-12 09:56:00,2011-10-20 14:52:00
